{u'lastRequest': 0, u'lastquality': 2, u'deviceTime': 1557682633222, u'lastChunkStartTime': 1557682630791, u'buffer': 4, u'nextChunkSize': [2123065, 1431809, 957685, 611087, 398865, 155580], u'bandwidthEst': 3563.3491525423733, u'RebufferTime': 2674, u'droppedFrames': None, u'lastChunkFinishTime': 1557682633151, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 1051188}
{u'lastRequest': 1, u'lastquality': 4, u'deviceTime': 1557682634499, u'lastChunkStartTime': 1557682633358, u'buffer': 8, u'nextChunkSize': [2177073, 1300868, 877771, 571051, 350812, 139857], u'bandwidthEst': 4568.827472832276, u'RebufferTime': 2674, u'droppedFrames': None, u'lastChunkFinishTime': 1557682634456, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 1593536}
{u'lastRequest': 2, u'lastquality': 4, u'deviceTime': 1557682635711, u'lastChunkStartTime': 1557682634626, u'buffer': 12, u'nextChunkSize': [2160877, 1520281, 933276, 617681, 382355, 155432], u'bandwidthEst': 5545.942719953011, u'RebufferTime': 2674, u'droppedFrames': None, u'lastChunkFinishTime': 1557682635648, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 2563549}
{u'lastRequest': 3, u'lastquality': 4, u'deviceTime': 1557682636698, u'lastChunkStartTime': 1557682635863, u'buffer': 15.593589, u'nextChunkSize': [2233056, 1472558, 996749, 652874, 411561, 163442], u'bandwidthEst': 6266.713752710427, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 8, u'corruptedFrames': 0, u'time': 11424}, u'lastChunkFinishTime': 1557682636614, u'videoPlayed': 0.406411, u'Type': u'BB', u'lastChunkSize': 2617900}
{u'lastRequest': 4, u'lastquality': 4, u'deviceTime': 1557682637264, u'lastChunkStartTime': 1557682636817, u'buffer': 19.028594, u'nextChunkSize': [1941625, 1224260, 801058, 520315, 318564, 126289], u'bandwidthEst': 6643.53695462476, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 25, u'corruptedFrames': 0, u'time': 11988}, u'lastChunkFinishTime': 1557682637203, u'videoPlayed': 0.971406, u'Type': u'BB', u'lastChunkSize': 1731610}
{u'lastRequest': 5, u'lastquality': 4, u'deviceTime': 1557682637769, u'lastChunkStartTime': 1557682637388, u'buffer': 22.611039, u'nextChunkSize': [2157535, 1388403, 905515, 561791, 352642, 153295], u'bandwidthEst': 18828.32632087221, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 42, u'corruptedFrames': 0, u'time': 12553}, u'lastChunkFinishTime': 1557682637725, u'videoPlayed': 1.495843, u'Type': u'BB', u'lastChunkSize': 1844248}
{u'lastRequest': 6, u'lastquality': 4, u'deviceTime': 1557682638327, u'lastChunkStartTime': 1557682637884, u'buffer': 26.012055, u'nextChunkSize': [2290172, 1638769, 1060487, 709534, 437162, 173849], u'bandwidthEst': 27315.173975037087, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 59, u'corruptedFrames': 0, u'time': 13120}, u'lastChunkFinishTime': 1557682638267, u'videoPlayed': 2.021278, u'Type': u'BB', u'lastChunkSize': 2017939}
{u'lastRequest': 7, u'lastquality': 4, u'deviceTime': 1557682638957, u'lastChunkStartTime': 1557682638448, u'buffer': 29.331653, u'nextChunkSize': [2055469, 1348011, 852833, 584846, 374758, 150710], u'bandwidthEst': 34354.75197831546, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 76, u'corruptedFrames': 0, u'time': 13685}, u'lastChunkFinishTime': 1557682638909, u'videoPlayed': 2.668347, u'Type': u'BB', u'lastChunkSize': 2043036}
{u'lastRequest': 8, u'lastquality': 4, u'deviceTime': 1557682639534, u'lastChunkStartTime': 1557682639078, u'buffer': 32.767891, u'nextChunkSize': [2169201, 1429765, 913888, 560821, 362795, 139105], u'bandwidthEst': 39778.17239268401, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 93, u'corruptedFrames': 0, u'time': 14249}, u'lastChunkFinishTime': 1557682639476, u'videoPlayed': 3.232109, u'Type': u'BB', u'lastChunkSize': 2235700}
{u'lastRequest': 9, u'lastquality': 4, u'deviceTime': 1557682640128, u'lastChunkStartTime': 1557682639665, u'buffer': 36.162507, u'nextChunkSize': [2173522, 1354548, 939819, 607410, 353220, 141840], u'bandwidthEst': 41344.125293921126, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 110, u'corruptedFrames': 0, u'time': 14814}, u'lastChunkFinishTime': 1557682640066, u'videoPlayed': 3.837493, u'Type': u'BB', u'lastChunkSize': 2173605}
{u'lastRequest': 10, u'lastquality': 4, u'deviceTime': 1557682640699, u'lastChunkStartTime': 1557682640241, u'buffer': 39.63071, u'nextChunkSize': [2102452, 1519951, 917428, 594078, 405134, 156148], u'bandwidthEst': 41580.512493157665, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 127, u'corruptedFrames': 0, u'time': 15378}, u'lastChunkFinishTime': 1557682640647, u'videoPlayed': 4.402623, u'Type': u'BB', u'lastChunkSize': 2268048}
{u'lastRequest': 11, u'lastquality': 4, u'deviceTime': 1557682641452, u'lastChunkStartTime': 1557682640817, u'buffer': 42.903044, u'nextChunkSize': [2209463, 1422919, 946851, 624282, 386351, 160746], u'bandwidthEst': 39250.351108977535, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 152, u'corruptedFrames': 0, u'time': 16229}, u'lastChunkFinishTime': 1557682641392, u'videoPlayed': 5.17428, u'Type': u'BB', u'lastChunkSize': 2444916}
{u'lastRequest': 12, u'lastquality': 4, u'deviceTime': 1557682642058, u'lastChunkStartTime': 1557682641578, u'buffer': 46.261179, u'nextChunkSize': [2275376, 1578343, 1036454, 687371, 434409, 179801], u'bandwidthEst': 39701.59000693293, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 169, u'corruptedFrames': 0, u'time': 16796}, u'lastChunkFinishTime': 1557682641989, u'videoPlayed': 5.779081, u'Type': u'BB', u'lastChunkSize': 1903216}
{u'lastRequest': 13, u'lastquality': 4, u'deviceTime': 1557682642721, u'lastChunkStartTime': 1557682642178, u'buffer': 49.573522, u'nextChunkSize': [2005399, 1231445, 821631, 526950, 337059, 140051], u'bandwidthEst': 38487.0965836445, u'RebufferTime': 2674, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 185, u'corruptedFrames': 0, u'time': 17322}, u'lastChunkFinishTime': 1557682642633, u'videoPlayed': 6.426478, u'Type': u'BB', u'lastChunkSize': 2142408}
