{u'lastRequest': 0, u'lastquality': 2, u'deviceTime': 1557735232897, u'lastChunkStartTime': 1557735230985, u'buffer': 4, u'nextChunkSize': [2123065, 1431809, 957685, 611087, 398865, 155580], u'bandwidthEst': 4473.140425531916, u'RebufferTime': 2256, u'droppedFrames': None, u'lastChunkFinishTime': 1557735232865, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 1051188}
{u'lastRequest': 1, u'lastquality': 4, u'deviceTime': 1557735234404, u'lastChunkStartTime': 1557735233024, u'buffer': 8, u'nextChunkSize': [2177073, 1300868, 877771, 571051, 350812, 139857], u'bandwidthEst': 5738.719573869093, u'RebufferTime': 2256, u'droppedFrames': None, u'lastChunkFinishTime': 1557735234363, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 1593536}
{u'lastRequest': 2, u'lastquality': 4, u'deviceTime': 1557735235875, u'lastChunkStartTime': 1557735234552, u'buffer': 12, u'nextChunkSize': [2160877, 1520281, 933276, 617681, 382355, 155432], u'bandwidthEst': 7017.715914829123, u'RebufferTime': 2256, u'droppedFrames': None, u'lastChunkFinishTime': 1557735235817, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 2563549}
{u'lastRequest': 3, u'lastquality': 4, u'deviceTime': 1557735237297, u'lastChunkStartTime': 1557735236011, u'buffer': 15.180404, u'nextChunkSize': [2233056, 1472558, 996749, 652874, 411561, 163442], u'bandwidthEst': 8033.811048007393, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 17, u'corruptedFrames': 0, u'time': 12693}, u'lastChunkFinishTime': 1557735237234, u'videoPlayed': 0.819596, u'Type': u'BB', u'lastChunkSize': 2617900}
{u'lastRequest': 4, u'lastquality': 4, u'deviceTime': 1557735238238, u'lastChunkStartTime': 1557735237423, u'buffer': 18.248884, u'nextChunkSize': [1941625, 1224260, 801058, 520315, 318564, 126289], u'bandwidthEst': 8599.62406350959, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 51, u'corruptedFrames': 0, u'time': 13832}, u'lastChunkFinishTime': 1557735238193, u'videoPlayed': 1.791361, u'Type': u'BB', u'lastChunkSize': 1731610}
{u'lastRequest': 5, u'lastquality': 4, u'deviceTime': 1557735239187, u'lastChunkStartTime': 1557735238355, u'buffer': 21.345748, u'nextChunkSize': [2157535, 1388403, 905515, 561791, 352642, 153295], u'bandwidthEst': 14353.873456843996, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 76, u'corruptedFrames': 0, u'time': 14680}, u'lastChunkFinishTime': 1557735239148, u'videoPlayed': 2.720918, u'Type': u'BB', u'lastChunkSize': 1844248}
{u'lastRequest': 6, u'lastquality': 4, u'deviceTime': 1557735240378, u'lastChunkStartTime': 1557735239317, u'buffer': 24.141098, u'nextChunkSize': [2290172, 1638769, 1060487, 709534, 437162, 173849], u'bandwidthEst': 16934.375290603675, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 110, u'corruptedFrames': 0, u'time': 15812}, u'lastChunkFinishTime': 1557735240339, u'videoPlayed': 3.892235, u'Type': u'BB', u'lastChunkSize': 2017939}
{u'lastRequest': 7, u'lastquality': 4, u'deviceTime': 1557735241704, u'lastChunkStartTime': 1557735240512, u'buffer': 26.76871, u'nextChunkSize': [2055469, 1348011, 852833, 584846, 374758, 150710], u'bandwidthEst': 16392.494905807627, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 151, u'corruptedFrames': 0, u'time': 17186}, u'lastChunkFinishTime': 1557735241662, u'videoPlayed': 5.23129, u'Type': u'BB', u'lastChunkSize': 2043036}
{u'lastRequest': 8, u'lastquality': 4, u'deviceTime': 1557735242703, u'lastChunkStartTime': 1557735241807, u'buffer': 29.755171, u'nextChunkSize': [2169201, 1429765, 913888, 560821, 362795, 139105], u'bandwidthEst': 16911.703891065794, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 186, u'corruptedFrames': 0, u'time': 18330}, u'lastChunkFinishTime': 1557735242648, u'videoPlayed': 6.244829, u'Type': u'BB', u'lastChunkSize': 2235700}
{u'lastRequest': 9, u'lastquality': 4, u'deviceTime': 1557735247047, u'lastChunkStartTime': 1557735242822, u'buffer': 29.548901, u'nextChunkSize': [2173522, 1354548, 939819, 607410, 353220, 141840], u'bandwidthEst': 16315.206825060743, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 313, u'corruptedFrames': 0, u'time': 22572}, u'lastChunkFinishTime': 1557735243971, u'videoPlayed': 10.572509, u'Type': u'BB', u'lastChunkSize': 2173605}
{u'lastRequest': 10, u'lastquality': 4, u'deviceTime': 1557735251017, u'lastChunkStartTime': 1557735247180, u'buffer': 29.6505, u'nextChunkSize': [2102452, 1519951, 917428, 594078, 405134, 156148], u'bandwidthEst': 15663.10205403864, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 431, u'corruptedFrames': 0, u'time': 26503}, u'lastChunkFinishTime': 1557735248407, u'videoPlayed': 14.544123, u'Type': u'BB', u'lastChunkSize': 2268048}
{u'lastRequest': 11, u'lastquality': 4, u'deviceTime': 1557735254536, u'lastChunkStartTime': 1557735251137, u'buffer': 29.972949, u'nextChunkSize': [2209463, 1422919, 946851, 624282, 386351, 160746], u'bandwidthEst': 16523.085290548355, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 541, u'corruptedFrames': 0, u'time': 30182}, u'lastChunkFinishTime': 1557735251965, u'videoPlayed': 18.060384, u'Type': u'BB', u'lastChunkSize': 2444916}
{u'lastRequest': 12, u'lastquality': 4, u'deviceTime': 1557735258682, u'lastChunkStartTime': 1557735254687, u'buffer': 29.979953, u'nextChunkSize': [2275376, 1578343, 1036454, 687371, 434409, 179801], u'bandwidthEst': 17118.632340000142, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 660, u'corruptedFrames': 0, u'time': 34141}, u'lastChunkFinishTime': 1557735255622, u'videoPlayed': 22.222282, u'Type': u'BB', u'lastChunkSize': 1903216}
{u'lastRequest': 13, u'lastquality': 4, u'deviceTime': 1557735262952, u'lastChunkStartTime': 1557735258812, u'buffer': 29.739882, u'nextChunkSize': [2005399, 1231445, 821631, 526950, 337059, 140051], u'bandwidthEst': 16365.375434937267, u'RebufferTime': 2256, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 785, u'corruptedFrames': 0, u'time': 38381}, u'lastChunkFinishTime': 1557735259884, u'videoPlayed': 26.502448, u'Type': u'BB', u'lastChunkSize': 2142408}
