{u'lastRequest': 0, u'lastquality': 2, u'deviceTime': 1557661324688, u'lastChunkStartTime': 1557661322247, u'buffer': 4, u'nextChunkSize': [2123065, 1431809, 957685, 611087, 398865, 155580], u'bandwidthEst': 3521.5678391959796, u'RebufferTime': 2669, u'droppedFrames': None, u'lastChunkFinishTime': 1557661324635, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 1051188}
{u'lastRequest': 1, u'lastquality': 4, u'deviceTime': 1557661326556, u'lastChunkStartTime': 1557661324833, u'buffer': 8, u'nextChunkSize': [2177073, 1300868, 877771, 571051, 350812, 139857], u'bandwidthEst': 4527.038443159044, u'RebufferTime': 2669, u'droppedFrames': None, u'lastChunkFinishTime': 1557661326491, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 1593536}
{u'lastRequest': 2, u'lastquality': 4, u'deviceTime': 1557661329218, u'lastChunkStartTime': 1557661326680, u'buffer': 12, u'nextChunkSize': [2160877, 1520281, 933276, 617681, 382355, 155432], u'bandwidthEst': 5476.5617898578075, u'RebufferTime': 2669, u'droppedFrames': None, u'lastChunkFinishTime': 1557661329125, u'videoPlayed': 0, u'Type': u'BB', u'lastChunkSize': 2563549}
{u'lastRequest': 3, u'lastquality': 4, u'deviceTime': 1557661331545, u'lastChunkStartTime': 1557661329374, u'buffer': 14.222351, u'nextChunkSize': [2233056, 1472558, 996749, 652874, 411561, 163442], u'bandwidthEst': 6158.963223633071, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 50, u'corruptedFrames': 0, u'time': 16022}, u'lastChunkFinishTime': 1557661331449, u'videoPlayed': 1.777649, u'Type': u'BB', u'lastChunkSize': 2617900}
{u'lastRequest': 4, u'lastquality': 4, u'deviceTime': 1557661332863, u'lastChunkStartTime': 1557661331672, u'buffer': 16.889939, u'nextChunkSize': [1941625, 1224260, 801058, 520315, 318564, 126289], u'bandwidthEst': 6537.793733034307, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 93, u'corruptedFrames': 0, u'time': 17436}, u'lastChunkFinishTime': 1557661332809, u'videoPlayed': 3.110061, u'Type': u'BB', u'lastChunkSize': 1731610}
{u'lastRequest': 5, u'lastquality': 4, u'deviceTime': 1557661333929, u'lastChunkStartTime': 1557661332984, u'buffer': 19.907409, u'nextChunkSize': [2157535, 1388403, 905515, 561791, 352642, 153295], u'bandwidthEst': 9544.154784458691, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 118, u'corruptedFrames': 0, u'time': 18284}, u'lastChunkFinishTime': 1557661333872, u'videoPlayed': 4.2, u'Type': u'BB', u'lastChunkSize': 1844248}
{u'lastRequest': 6, u'lastquality': 4, u'deviceTime': 1557661334915, u'lastChunkStartTime': 1557661334052, u'buffer': 22.866667, u'nextChunkSize': [2290172, 1638769, 1060487, 709534, 437162, 173849], u'bandwidthEst': 10746.03228860575, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 151, u'corruptedFrames': 0, u'time': 19372}, u'lastChunkFinishTime': 1557661334855, u'videoPlayed': 5.166666, u'Type': u'BB', u'lastChunkSize': 2017939}
{u'lastRequest': 7, u'lastquality': 4, u'deviceTime': 1557661335770, u'lastChunkStartTime': 1557661335038, u'buffer': 25.983768, u'nextChunkSize': [2055469, 1348011, 852833, 584846, 374758, 150710], u'bandwidthEst': 13280.687420671426, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 176, u'corruptedFrames': 0, u'time': 20221}, u'lastChunkFinishTime': 1557661335683, u'videoPlayed': 6.016232, u'Type': u'BB', u'lastChunkSize': 2043036}
{u'lastRequest': 8, u'lastquality': 4, u'deviceTime': 1557661336640, u'lastChunkStartTime': 1557661335898, u'buffer': 29.095481, u'nextChunkSize': [2169201, 1429765, 913888, 560821, 362795, 139105], u'bandwidthEst': 17469.367283311585, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 202, u'corruptedFrames': 0, u'time': 21068}, u'lastChunkFinishTime': 1557661336562, u'videoPlayed': 6.904519, u'Type': u'BB', u'lastChunkSize': 2235700}
{u'lastRequest': 9, u'lastquality': 4, u'deviceTime': 1557661337288, u'lastChunkStartTime': 1557661336761, u'buffer': 32.449795, u'nextChunkSize': [2173522, 1354548, 939819, 607410, 353220, 141840], u'bandwidthEst': 22200.48785150351, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 219, u'corruptedFrames': 0, u'time': 21634}, u'lastChunkFinishTime': 1557661337242, u'videoPlayed': 7.550205, u'Type': u'BB', u'lastChunkSize': 2173605}
{u'lastRequest': 10, u'lastquality': 4, u'deviceTime': 1557661337926, u'lastChunkStartTime': 1557661337414, u'buffer': 35.837608, u'nextChunkSize': [2102452, 1519951, 917428, 594078, 405134, 156148], u'bandwidthEst': 26589.729800706442, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 245, u'corruptedFrames': 0, u'time': 22500}, u'lastChunkFinishTime': 1557661337858, u'videoPlayed': 8.195725, u'Type': u'BB', u'lastChunkSize': 2268048}
{u'lastRequest': 11, u'lastquality': 4, u'deviceTime': 1557661338569, u'lastChunkStartTime': 1557661338056, u'buffer': 39.188708, u'nextChunkSize': [2209463, 1422919, 946851, 624282, 386351, 160746], u'bandwidthEst': 31715.328635436574, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 261, u'corruptedFrames': 0, u'time': 23046}, u'lastChunkFinishTime': 1557661338506, u'videoPlayed': 8.844625, u'Type': u'BB', u'lastChunkSize': 2444916}
{u'lastRequest': 12, u'lastquality': 4, u'deviceTime': 1557661339116, u'lastChunkStartTime': 1557661338684, u'buffer': 42.63085, u'nextChunkSize': [2275376, 1578343, 1036454, 687371, 434409, 179801], u'bandwidthEst': 35462.989020555775, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 278, u'corruptedFrames': 0, u'time': 23614}, u'lastChunkFinishTime': 1557661339042, u'videoPlayed': 9.36915, u'Type': u'BB', u'lastChunkSize': 1903216}
{u'lastRequest': 13, u'lastquality': 4, u'deviceTime': 1557661339704, u'lastChunkStartTime': 1557661339243, u'buffer': 46.025585, u'nextChunkSize': [2005399, 1231445, 821631, 526950, 337059, 140051], u'bandwidthEst': 40837.15328892408, u'RebufferTime': 2669, u'droppedFrames': {u'droppedFrames': 0, u'totalFrames': 295, u'corruptedFrames': 0, u'time': 24178}, u'lastChunkFinishTime': 1557661339641, u'videoPlayed': 9.974415, u'Type': u'BB', u'lastChunkSize': 2142408}
